VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,pickup_longitude,pickup_latitude,RatecodeID,store_and_fwd_flag,dropoff_longitude,dropoff_latitude,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
1,2016-02-19 20:51:04,2016-02-19 21:03:52,1,2.90,-73.979682922363281,40.776157379150391,1,N,-73.94854736328125,40.806472778320313,2,12.5,0.5,0.5,0,0,0.3,13.8
1,2016-02-19 20:51:04,2016-02-19 21:01:16,1,1.20,-73.990150451660156,40.737686157226562,1,N,-74.003097534179688,40.733287811279297,1,8,0.5,0.5,1.85,0,0.3,11.15
2,2016-02-19 20:51:04,2016-02-19 21:07:24,1,3.25,-74.006782531738281,40.705848693847656,1,N,-73.987457275390625,40.724498748779297,1,15,0.5,0.5,1,0,0.3,17.3
2,2016-02-19 20:51:04,2016-02-19 20:54:00,1,.56,-73.975860595703125,40.760749816894531,1,N,-73.970840454101563,40.763069152832031,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2016-02-19 20:51:04,2016-02-19 20:54:06,1,1.11,-73.970458984375,40.752845764160156,1,N,-73.959716796875,40.762565612792969,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2016-02-19 20:51:04,2016-02-19 21:03:51,3,3.15,-73.974151611328125,40.783771514892578,1,N,-74.004348754882813,40.747737884521484,1,12,0.5,0.5,2,0,0.3,15.3
1,2016-02-19 20:51:05,2016-02-19 20:55:21,2,.70,-73.977607727050781,40.754451751708984,1,N,-73.985015869140625,40.748149871826172,1,4.5,0.5,0.5,1.45,0,0.3,7.25
1,2016-02-19 20:51:05,2016-02-19 21:00:19,1,1.70,-74.000762939453125,40.741886138916016,1,N,-73.984642028808594,40.763996124267578,1,8.5,0.5,0.5,1,0,0.3,10.8
1,2016-02-19 20:51:05,2016-02-19 21:11:04,1,2.60,-74.006233215332031,40.734210968017578,1,N,-74.00616455078125,40.73419189453125,1,14,0.5,0.5,3.05,0,0.3,18.35
1,2016-02-19 20:51:05,2016-02-19 21:09:46,2,3.30,-73.985725402832031,40.727077484130859,1,N,-73.977279663085938,40.764469146728516,1,15,0.5,0.5,3.25,0,0.3,19.55
1,2016-02-19 20:51:05,2016-02-19 21:01:15,1,1.10,-73.986152648925781,40.740825653076172,1,N,-73.990478515625,40.751510620117187,1,8,0.5,0.5,1.85,0,0.3,11.15
1,2016-02-19 20:51:05,2016-02-19 21:02:12,1,1.00,-73.995941162109375,40.724929809570313,1,N,-73.99298095703125,40.714710235595703,1,8.5,0.5,0.5,2,0,0.3,11.8
2,2016-02-19 20:51:05,2016-02-19 20:58:45,1,.83,-73.991058349609375,40.733955383300781,1,N,-74.003387451171875,40.736232757568359,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2016-02-19 20:51:05,2016-02-19 20:55:20,1,.51,-73.978759765625,40.724178314208984,1,N,-73.976051330566406,40.730171203613281,1,4.5,0.5,0.5,0.75,0,0.3,6.55
1,2016-02-19 20:51:06,2016-02-19 21:04:40,1,2.10,-73.977813720703125,40.757915496826172,1,N,-73.993804931640625,40.732742309570313,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2016-02-19 20:51:06,2016-02-19 21:29:40,2,18.30,-73.786224365234375,40.641826629638672,2,N,-73.991096496582031,40.727863311767578,1,52,0,0.5,5,5.54,0.3,63.34
1,2016-02-19 20:51:06,2016-02-19 21:21:45,1,9.20,-73.995018005371094,40.719722747802734,1,N,-73.952903747558594,40.806953430175781,1,31,0.5,0.5,3,0,0.3,35.3
1,2016-02-19 20:51:06,2016-02-19 21:03:52,2,1.80,-73.967987060546875,40.755184173583984,1,N,-73.991058349609375,40.75042724609375,1,10,0.5,0.5,2.25,0,0.3,13.55
1,2016-02-19 20:51:06,2016-02-19 21:03:51,1,3.90,-73.960708618164062,40.761119842529297,1,N,-73.979446411132813,40.713817596435547,1,14,0.5,0.5,3.05,0,0.3,18.35
2,2016-02-19 20:51:06,2016-02-19 21:01:17,5,1.54,-73.973907470703125,40.764171600341797,1,N,-73.978202819824219,40.778068542480469,2,8,0.5,0.5,0,0,0.3,9.3
2,2016-02-19 20:51:06,2016-02-19 21:06:09,2,1.56,-73.993156433105469,40.722343444824219,1,N,-73.980072021484375,40.743049621582031,1,11,0.5,0.5,2,0,0.3,14.3
2,2016-02-19 20:51:06,2016-02-19 20:53:50,2,.67,-73.983558654785156,40.760780334472656,1,N,-73.987007141113281,40.766101837158203,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2016-02-19 20:51:06,2016-02-19 21:21:23,5,5.58,-74.003250122070312,40.732719421386719,1,N,-74.009742736816406,40.726081848144531,1,23,0.5,0.5,4.86,0,0.3,29.16
2,2016-02-19 20:51:06,2016-02-19 21:00:05,1,1.43,-73.984954833984375,40.747871398925781,1,N,-73.978416442871094,40.762668609619141,2,7.5,0.5,0.5,0,0,0.3,8.8
2,2016-02-19 20:51:06,2016-02-19 20:55:14,1,1.41,-74.001304626464844,40.75189208984375,1,N,-73.992202758789063,40.769153594970703,1,6,0.5,0.5,2.19,0,0.3,9.49
1,2016-02-19 20:51:07,2016-02-19 21:15:11,1,3.00,-73.990394592285156,40.71875,1,N,-73.99456787109375,40.750450134277344,1,16,0.5,0.5,5.15,0,0.3,22.45
1,2016-02-19 20:51:07,2016-02-19 21:09:50,1,4.20,-74.008934020996094,40.710884094238281,1,N,-73.993896484375,40.756786346435547,1,17,0.5,0.5,3.66,0,0.3,21.96
1,2016-02-19 20:51:07,2016-02-19 21:00:14,1,2.50,-73.95263671875,40.776653289794922,1,N,-73.975028991699219,40.745895385742187,1,9.5,0.5,0.5,2.16,0,0.3,12.96
1,2016-02-19 20:51:07,2016-02-19 21:06:48,1,5.90,-74.014999389648438,40.713939666748047,1,N,-73.975654602050781,40.746349334716797,1,19.5,0.5,0.5,4.15,0,0.3,24.95
1,2016-02-19 20:51:07,2016-02-19 21:08:05,1,1.90,-73.982208251953125,40.749870300292969,1,N,-73.988243103027344,40.727569580078125,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2016-02-19 20:51:07,2016-02-19 20:53:55,2,.40,-73.996879577636719,40.737117767333984,1,N,-73.992835998535156,40.742454528808594,1,4,0.5,0.5,1.05,0,0.3,6.35
1,2016-02-19 20:51:07,2016-02-19 21:28:32,1,8.80,-73.864166259765625,40.770057678222656,1,N,-73.952033996582031,40.812522888183594,1,33.5,0.5,0.5,7,5.54,0.3,47.34
1,2016-02-19 20:51:07,2016-02-19 21:15:04,4,6.30,-73.990463256835938,40.754180908203125,1,N,-73.914901733398438,40.775726318359375,2,22,0.5,0.5,0,0,0.3,23.3
1,2016-02-19 20:51:07,2016-02-19 21:27:51,6,6.30,0,0,1,N,-74.007843017578125,40.742847442626953,1,27.5,0.5,0.5,3.5,0,0.3,32.3
1,2016-02-19 20:51:07,2016-02-19 21:02:29,1,1.20,-73.994773864746094,40.750232696533203,1,N,-73.978126525878906,40.750423431396484,1,8.5,0.5,0.5,1.95,0,0.3,11.75
2,2016-02-19 20:51:07,2016-02-19 21:02:00,1,1.09,-73.978813171386719,40.759189605712891,1,N,-73.979133605957031,40.747219085693359,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2016-02-19 20:51:07,2016-02-19 21:05:31,1,2.11,-73.97332763671875,40.748523712158203,1,N,-73.996269226074219,40.732143402099609,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2016-02-19 20:51:07,2016-02-19 21:03:46,1,1.32,-73.990646362304687,40.756088256835937,1,N,-73.977020263671875,40.746841430664062,1,9.5,0.5,0.5,2.16,0,0.3,12.96
1,2016-02-19 20:51:08,2016-02-19 21:02:41,1,1.60,-73.977912902832031,40.753215789794922,1,N,-73.993881225585937,40.73590087890625,1,9,0.5,0.5,2.05,0,0.3,12.35
1,2016-02-19 20:51:08,2016-02-19 20:55:50,1,.70,-73.992332458496094,40.724521636962891,1,N,-73.9970703125,40.714492797851563,1,5,0.5,0.5,1,0,0.3,7.3
1,2016-02-19 20:51:08,2016-02-19 21:16:54,4,3.00,-73.974349975585937,40.756801605224609,1,N,-73.995750427246094,40.721656799316406,2,17,0.5,0.5,0,0,0.3,18.3
1,2016-02-19 20:51:08,2016-02-19 20:54:39,1,.60,-73.980735778808594,40.765663146972656,1,N,-73.988273620605469,40.770702362060547,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2016-02-19 20:51:08,2016-02-19 21:03:40,1,2.30,-73.992317199707031,40.74273681640625,1,N,-73.966049194335937,40.758129119873047,2,10.5,0.5,0.5,0,0,0.3,11.8
2,2016-02-19 20:51:08,2016-02-19 20:54:58,1,.58,-73.981803894042969,40.762500762939453,1,N,-73.977645874023438,40.758266448974609,1,4.5,0.5,0.5,1.45,0,0.3,7.25
2,2016-02-19 20:51:08,2016-02-19 21:22:56,1,10.03,-73.873039245605469,40.774120330810547,1,N,-73.998733520507813,40.725719451904297,1,33,0.5,0.5,10,5.54,0.3,49.84
2,2016-02-19 20:51:08,2016-02-19 20:57:02,1,1.13,-73.981536865234375,40.767158508300781,1,N,-73.970947265625,40.758701324462891,1,7,0.5,0.5,1.5,0,0.3,9.8
2,2016-02-19 20:51:08,2016-02-19 21:04:18,1,1.69,-73.971450805664063,40.757720947265625,1,N,-73.989219665527344,40.739669799804688,1,10,0.5,0.5,1.13,0,0.3,12.43
2,2016-02-19 20:51:08,2016-02-19 21:16:22,1,4.93,-73.993667602539063,40.749858856201172,1,N,-73.937858581542969,40.759429931640625,2,20.5,0.5,0.5,0,0,0.3,21.8
2,2016-02-19 20:51:08,2016-02-19 20:53:38,1,.48,-73.956710815429687,40.780620574951172,1,N,-73.950920104980469,40.783218383789063,1,4,0.5,0.5,1.59,0,0.3,6.89
2,2016-02-19 20:51:09,2016-02-19 21:05:40,1,1.78,-73.988296508789063,40.764228820800781,1,N,-73.979217529296875,40.747150421142578,1,10.5,0.5,0.5,2.36,0,0.3,14.16
2,2016-02-19 20:51:09,2016-02-19 20:58:38,1,1.10,-73.983085632324219,40.747791290283203,1,N,-73.991188049316406,40.757568359375,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-02-19 20:51:09,2016-02-19 21:16:07,1,8.20,-73.993637084960938,40.735935211181641,1,N,-73.943939208984375,40.812942504882813,1,27.5,0.5,0.5,3,0,0.3,31.8
2,2016-02-19 20:51:09,2016-02-19 20:57:43,2,1.05,-73.986236572265625,40.734569549560547,1,N,-73.975898742675781,40.746509552001953,1,6.5,0.5,0.5,1.2,0,0.3,9
2,2016-02-19 20:51:10,2016-02-19 20:56:03,1,.95,-73.976104736328125,40.764869689941406,1,N,-73.983192443847656,40.760292053222656,2,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-02-19 20:51:10,2016-02-19 20:57:15,1,1.24,-73.973876953125,40.752071380615234,1,N,-73.982139587402344,40.740379333496094,1,6.5,0.5,0.5,1.56,0,0.3,9.36
2,2016-02-19 20:51:10,2016-02-19 20:55:04,1,.65,-73.982444763183594,40.771099090576172,1,N,-73.976577758789063,40.776512145996094,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2016-02-19 20:51:10,2016-02-19 21:21:01,2,5.10,-74.004386901855469,40.730781555175781,1,N,-73.953201293945313,40.776611328125,1,21.5,0.5,0.5,4.56,0,0.3,27.36
1,2016-02-19 20:51:11,2016-02-19 20:59:55,1,.80,-73.99896240234375,40.722915649414063,1,N,-73.989738464355469,40.729427337646484,2,7,0.5,0.5,0,0,0.3,8.3
1,2016-02-19 20:51:11,2016-02-19 21:01:40,1,1.20,-73.979652404785156,40.755088806152344,1,N,-73.981101989746094,40.742080688476562,2,8,0.5,0.5,0,0,0.3,9.3
2,2016-02-19 20:51:11,2016-02-19 20:53:33,2,.58,-73.955856323242188,40.784923553466797,1,N,-73.952659606933594,40.791591644287109,1,4,0.5,0.5,1.06,0,0.3,6.36
2,2016-02-19 20:51:11,2016-02-19 20:58:07,1,1.25,-73.985748291015625,40.755691528320313,1,N,-73.972457885742187,40.745140075683594,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-02-19 20:51:11,2016-02-19 21:21:18,1,5.95,-73.992500305175781,40.749088287353516,1,N,-73.981109619140625,40.679031372070312,1,23,0.5,0.5,6.08,0,0.3,30.38
2,2016-02-19 20:51:11,2016-02-19 20:57:30,1,1.17,-73.982330322265625,40.774497985839844,1,N,-73.975341796875,40.789527893066406,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2016-02-19 20:51:11,2016-02-19 21:03:26,1,2.89,-73.978302001953125,40.752433776855469,1,N,-73.974990844726563,40.782772064208984,1,11.5,0.5,0.5,2.56,0,0.3,15.36
2,2016-02-19 20:51:11,2016-02-19 20:54:19,1,.80,-73.968940734863281,40.754600524902344,1,N,-73.9752197265625,40.744430541992188,1,4.5,0.5,0.5,1.1,0,0.3,6.9
1,2016-02-19 20:51:12,2016-02-19 20:57:16,1,.70,-74.009300231933594,40.739494323730469,1,N,-74.001434326171875,40.737201690673828,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2016-02-19 20:51:12,2016-02-19 20:53:32,1,.20,-73.97515869140625,40.761760711669922,1,N,-73.977546691894531,40.757972717285156,1,3.5,0.5,0.5,1.2,0,0.3,6
1,2016-02-19 20:51:12,2016-02-19 20:54:38,1,.30,-73.987388610839844,40.744747161865234,1,N,-73.991706848144531,40.740669250488281,1,4,0.5,0.5,1.5,0,0.3,6.8
1,2016-02-19 20:51:12,2016-02-19 21:04:20,1,2.10,-73.989181518554688,40.745487213134766,1,N,-73.985000610351563,40.767440795898437,1,10.5,0.5,0.5,2.95,0,0.3,14.75
1,2016-02-19 20:51:12,2016-02-19 21:02:28,1,1.40,-73.978202819824219,40.751235961914063,1,N,-73.982795715332031,40.734615325927734,1,8.5,0.5,0.5,1,0,0.3,10.8
1,2016-02-19 20:51:12,2016-02-19 21:08:41,1,3.10,-73.986228942871094,40.751548767089844,1,N,-73.949508666992188,40.772571563720703,2,13.5,0.5,0.5,0,0,0.3,14.8
2,2016-02-19 20:51:12,2016-02-19 21:00:17,1,2.77,-73.976539611816406,40.775386810302734,1,N,-73.950103759765625,40.795734405517578,2,10,0.5,0.5,0,0,0.3,11.3
2,2016-02-19 20:51:12,2016-02-19 20:56:18,5,1.08,-73.987846374511719,40.749748229980469,1,N,-73.97589111328125,40.756259918212891,1,6,0.5,0.5,1,0,0.3,8.3
2,2016-02-19 20:51:12,2016-02-19 20:58:05,5,1.09,-73.985481262207031,40.758388519287109,1,N,-73.995216369628906,40.744899749755859,1,6.5,0.5,0.5,1.95,0,0.3,9.75
2,2016-02-19 20:51:12,2016-02-19 21:08:18,4,3.92,-73.988212585449219,40.723655700683594,1,N,-73.951095581054687,40.769802093505859,1,15,0.5,0.5,3.26,0,0.3,19.56
2,2016-02-19 20:51:12,2016-02-19 21:06:13,2,3.35,-73.993408203125,40.742038726806641,1,N,-73.960662841796875,40.778244018554688,2,13,0.5,0.5,0,0,0.3,14.3
1,2016-02-19 20:51:13,2016-02-19 21:02:40,1,1.80,-73.965644836425781,40.768581390380859,1,N,-73.983848571777344,40.754673004150391,1,9.5,0.5,0.5,1,0,0.3,11.8
1,2016-02-19 20:51:13,2016-02-19 20:56:15,1,.70,-73.9759521484375,40.7520751953125,1,N,-73.972236633300781,40.747299194335938,1,5,0.5,0.5,1.85,0,0.3,8.15
1,2016-02-19 20:51:13,2016-02-19 20:59:28,3,.60,-73.991455078125,40.729728698730469,1,N,-73.994377136230469,40.72491455078125,1,6.5,0.5,0.5,1,0,0.3,8.8
2,2016-02-19 20:51:13,2016-02-19 21:02:12,1,1.64,-73.979507446289063,40.723171234130859,1,N,-73.996681213378906,40.737049102783203,2,9,0.5,0.5,0,0,0.3,10.3
2,2016-02-19 20:51:13,2016-02-19 20:58:44,1,1.90,-73.976219177246094,40.780509948730469,1,N,-73.9490966796875,40.773231506347656,1,8,0.5,0.5,1.86,0,0.3,11.16
2,2016-02-19 20:51:13,2016-02-19 20:56:08,1,.98,-74.008384704589844,40.714553833007812,1,N,-74.003173828125,40.727016448974609,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2016-02-19 20:51:13,2016-02-19 20:59:04,1,1.15,-73.996299743652344,40.756679534912109,1,N,-73.978309631347656,40.748241424560547,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-02-19 20:51:13,2016-02-19 20:59:23,2,.94,-73.986366271972656,40.732986450195313,1,N,-73.999824523925781,40.734535217285156,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-02-19 20:51:13,2016-02-19 21:03:03,1,2.27,-73.999588012695313,40.733489990234375,1,N,-73.978919982910156,40.762138366699219,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2016-02-19 20:51:14,2016-02-19 21:37:50,2,23.00,-73.783432006835938,40.648578643798828,1,N,-73.97247314453125,40.669872283935547,1,64,0.5,0.5,19.55,0,0.3,84.85
1,2016-02-19 20:51:14,2016-02-19 21:00:23,1,1.00,-73.986282348632812,40.762252807617188,1,N,-73.991127014160156,40.750114440917969,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-02-19 20:51:14,2016-02-19 21:22:07,1,2.80,-73.992080688476562,40.750160217285156,1,N,-73.987472534179688,40.720115661621094,2,19,0.5,0.5,0,0,0.3,20.3
2,2016-02-19 20:51:14,2016-02-19 20:57:43,1,1.22,-73.972587585449219,40.793918609619141,1,N,-73.956680297851563,40.786720275878906,2,7,0.5,0.5,0,0,0.3,8.3
2,2016-02-19 20:51:14,2016-02-19 21:34:30,1,18.52,-73.776657104492187,40.645423889160156,2,N,-73.987388610839844,40.768535614013672,2,52,0,0.5,0,0,0.3,52.8
2,2016-02-19 20:51:14,2016-02-19 20:58:51,1,2.32,-73.952346801757813,40.777080535888672,1,N,-73.975021362304688,40.751918792724609,2,8.5,0.5,0.5,0,0,0.3,9.8
2,2016-02-19 20:51:14,2016-02-19 21:03:51,1,1.90,-73.996437072753906,40.719181060791016,1,N,-74.005989074707031,40.735721588134766,1,10,0.5,0.5,2.26,0,0.3,13.56
1,2016-02-19 20:51:15,2016-02-19 20:57:35,2,.70,-73.9781494140625,40.752162933349609,1,N,-73.990501403808594,40.756572723388672,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-02-19 20:51:15,2016-02-19 21:06:38,1,2.40,-73.950332641601563,40.776363372802734,1,N,-73.979103088378906,40.761844635009766,1,11.5,0.5,0.5,2.55,0,0.3,15.35
1,2016-02-19 20:51:15,2016-02-19 21:30:40,1,22.10,-74.010581970214844,40.718795776367187,4,N,-73.888160705566406,40.972141265869141,1,75,0.5,0.5,5,2.54,0.3,83.84
2,2016-02-19 20:51:15,2016-02-19 20:58:38,1,1.14,-73.981742858886719,40.763648986816406,1,N,-73.976043701171875,40.776039123535156,1,7,0.5,0.5,1.66,0,0.3,9.96
2,2016-02-19 20:51:15,2016-02-19 20:54:55,5,.97,-73.956520080566406,40.7783203125,1,N,-73.958976745605469,40.768199920654297,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-02-19 20:51:15,2016-02-19 20:55:02,1,.54,-73.973480224609375,40.75531005859375,1,N,-73.977333068847656,40.748550415039062,1,4.5,0.5,0.5,1,0,0.3,6.8
2,2016-02-19 20:51:15,2016-02-19 21:23:51,1,7.44,-73.991310119628906,40.755229949951172,1,N,-73.876792907714844,40.748336791992188,2,27.5,0.5,0.5,0,0,0.3,28.8
2,2016-02-19 20:51:15,2016-02-19 20:55:37,2,.91,-73.952110290527344,40.777667999267578,1,N,-73.962699890136719,40.772968292236328,1,5,0.5,0.5,1.26,0,0.3,7.56
1,2016-02-19 20:51:16,2016-02-19 20:58:26,2,.50,-74.003944396972656,40.712898254394531,1,N,-74.009567260742188,40.710193634033203,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-02-19 20:51:16,2016-02-19 20:59:13,1,.70,-73.989738464355469,40.734172821044922,1,N,-73.983909606933594,40.743740081787109,1,6.5,0.5,0.5,1.55,0,0.3,9.35
1,2016-02-19 20:51:16,2016-02-19 21:00:25,1,1.30,-73.994850158691406,40.750015258789063,1,N,-73.983543395996094,40.765739440917969,2,7.5,0.5,0.5,0,0,0.3,8.8
1,2016-02-19 20:51:16,2016-02-19 21:04:46,4,3.00,-73.989883422851562,40.75714111328125,1,N,-73.967803955078125,40.792522430419922,1,12.5,0.5,0.5,2.75,0,0.3,16.55
1,2016-02-19 20:51:16,2016-02-19 21:11:02,1,2.10,-73.988723754882813,40.727176666259766,1,N,-73.976821899414063,40.751575469970703,1,13.5,0.5,0.5,2.95,0,0.3,17.75
1,2016-02-19 20:51:16,2016-02-19 20:53:47,3,.50,-73.950981140136719,40.779022216796875,1,N,-73.956253051757813,40.775436401367188,2,4,0.5,0.5,0,0,0.3,5.3
2,2016-02-19 20:51:16,2016-02-19 21:11:52,1,4.31,-73.968177795410156,40.755378723144531,1,N,-73.989166259765625,40.718978881835938,1,16.5,0.5,0.5,3.56,0,0.3,21.36
1,2016-02-19 20:51:17,2016-02-19 20:54:51,2,.60,-74.004844665527344,40.751907348632812,1,N,-74.005706787109375,40.744342803955078,1,4.5,0.5,0.5,1.15,0,0.3,6.95
1,2016-02-19 20:51:17,2016-02-19 20:54:42,1,.70,-73.978996276855469,40.752899169921875,1,N,-73.96978759765625,40.755325317382812,2,4.5,0.5,0.5,0,0,0.3,5.8
1,2016-02-19 20:51:17,2016-02-19 21:05:25,3,1.70,-73.988143920898438,40.731986999511719,1,N,-74.004402160644531,40.719474792480469,1,10,0.5,0.5,2,0,0.3,13.3
1,2016-02-19 20:51:17,2016-02-19 20:57:07,1,.90,-73.97607421875,40.752681732177734,1,N,-73.983879089355469,40.743488311767578,1,5.5,0.5,0.5,1.35,0,0.3,8.15
1,2016-02-19 20:51:18,2016-02-19 20:58:51,2,.80,-73.999992370605469,40.730457305908203,1,N,-73.992767333984375,40.737155914306641,2,6.5,0.5,0.5,0,0,0.3,7.8
1,2016-02-19 20:51:18,2016-02-19 20:57:02,1,1.60,-73.968490600585938,40.759326934814453,1,N,-73.960800170898437,40.778148651123047,1,7,0.5,0.5,2.05,0,0.3,10.35
1,2016-02-19 20:51:18,2016-02-19 21:16:55,1,5.20,-73.945144653320312,40.751140594482422,1,N,-73.994178771972656,40.735248565673828,1,20,0.5,0.5,1.2,0,0.3,22.5
2,2016-02-19 20:51:18,2016-02-19 20:54:54,1,.84,-73.995590209960938,40.745735168457031,1,N,-74.008110046386719,40.750827789306641,1,5,0.5,0.5,1.26,0,0.3,7.56
2,2016-02-19 20:51:18,2016-02-19 20:58:05,1,.89,-74.005790710449219,40.736473083496094,1,N,-73.991828918457031,40.735031127929688,1,6,0.5,0.5,1.7,0,0.3,9
2,2016-02-19 20:51:18,2016-02-19 21:31:12,1,11.23,-73.962989807128906,40.778160095214844,1,N,-73.966995239257813,40.672996520996094,2,37.5,0.5,0.5,0,0,0.3,38.8
2,2016-02-19 20:51:18,2016-02-19 20:55:28,1,.99,-73.956443786621094,40.763191223144531,1,N,-73.967582702636719,40.756271362304688,1,5.5,0.5,0.5,1,0,0.3,7.8
2,2016-02-19 20:51:18,2016-02-19 20:54:35,3,.58,-73.949684143066406,40.785415649414062,1,N,-73.942520141601563,40.786113739013672,1,4.5,0.5,0.5,1.16,0,0.3,6.96
2,2016-02-19 20:51:18,2016-02-19 21:01:05,1,1.93,-73.960800170898437,40.761440277099609,1,N,-73.987022399902344,40.763450622558594,1,9,0.5,0.5,1,0,0.3,11.3
1,2016-02-19 20:51:19,2016-02-19 20:57:10,3,1.20,-73.996406555175781,40.742759704589844,1,N,-73.997871398925781,40.754020690917969,2,6,0.5,0.5,0,0,0.3,7.3
1,2016-02-19 20:51:19,2016-02-19 20:57:50,2,.70,-73.996269226074219,40.723911285400391,1,N,-74.000556945800781,40.729965209960938,1,6,0.5,0.5,1.45,0,0.3,8.75
1,2016-02-19 20:51:19,2016-02-19 21:12:34,1,4.50,-73.982398986816406,40.766426086425781,1,N,-73.9593505859375,40.819839477539062,1,18,0.5,0.5,5.7,0,0.3,25
1,2016-02-19 20:51:19,2016-02-19 20:56:26,1,.70,-73.988838195800781,40.763309478759766,1,N,-73.997596740722656,40.756320953369141,2,5,0.5,0.5,0,0,0.3,6.3
2,2016-02-19 20:51:19,2016-02-19 21:06:05,1,1.90,-73.990623474121094,40.717369079589844,1,N,-74.003288269042969,40.733158111572266,2,11,0.5,0.5,0,0,0.3,12.3
2,2016-02-19 20:51:19,2016-02-19 21:19:31,1,6.28,-73.952613830566406,40.780651092529297,1,N,-74.002960205078125,40.733325958251953,2,24.5,0.5,0.5,0,0,0.3,25.8
2,2016-02-19 20:51:19,2016-02-19 21:00:23,2,1.15,-74.00311279296875,40.734317779541016,1,N,-73.995468139648438,40.744892120361328,1,7.5,0.5,0.5,1.76,0,0.3,10.56
1,2016-02-19 20:51:20,2016-02-19 21:01:58,1,3.40,-73.955886840820313,40.779731750488281,1,N,-73.936683654785156,40.819614410400391,2,11.5,0.5,0.5,0,0,0.3,12.8
1,2016-02-19 20:51:20,2016-02-19 20:53:49,1,.70,-73.952018737792969,40.781562805175781,1,N,-73.947257995605469,40.790134429931641,1,4,0.5,0.5,0.7,0,0.3,6
1,2016-02-19 20:51:20,2016-02-19 21:13:12,1,9.00,-73.872909545898438,40.774013519287109,1,N,-73.988861083984375,40.736610412597656,2,27.5,0.5,0.5,0,5.54,0.3,34.34
2,2016-02-19 20:51:20,2016-02-19 21:01:42,5,2.63,-73.977767944335937,40.746170043945313,1,N,-73.951736450195312,40.773578643798828,1,10.5,0.5,0.5,1,0,0.3,12.8
2,2016-02-19 20:51:20,2016-02-19 21:11:27,6,3.04,-73.973762512207031,40.763351440429688,1,N,-74.007591247558594,40.740859985351563,1,14,0.5,0.5,3.82,0,0.3,19.12
2,2016-02-19 20:51:21,2016-02-19 20:59:17,2,1.82,-73.976417541503906,40.764869689941406,1,N,-73.985435485839844,40.744312286376953,2,8,0.5,0.5,0,0,0.3,9.3
2,2016-02-19 20:51:21,2016-02-19 20:57:08,2,.87,-73.9886474609375,40.75018310546875,1,N,-73.977394104003906,40.752094268798828,1,5.5,0.5,0.5,0,0,0.3,6.8
2,2016-02-19 20:51:21,2016-02-19 20:57:03,1,.90,-73.994888305664063,40.721332550048828,1,N,-73.994270324707031,40.712268829345703,1,6,0.5,0.5,1.46,0,0.3,8.76
2,2016-02-19 20:51:21,2016-02-19 21:28:42,1,18.10,-73.789848327636719,40.643821716308594,2,N,-73.986480712890625,40.748088836669922,2,52,0,0.5,0,5.54,0.3,58.34
1,2016-02-19 20:51:22,2016-02-19 21:02:04,1,2.30,-73.991287231445313,40.750213623046875,1,N,-73.992630004882813,40.770328521728516,2,10,0.5,0.5,0,0,0.3,11.3
1,2016-02-19 20:51:22,2016-02-19 21:04:41,1,1.20,-73.978500366210938,40.741199493408203,1,N,-73.9901123046875,40.729476928710937,1,9.5,0.5,0.5,1,0,0.3,11.8
1,2016-02-19 20:51:22,2016-02-19 21:16:45,1,6.60,-73.991935729980469,40.744178771972656,1,N,-74.004615783691406,40.677089691162109,1,23,0.5,0.5,5.95,5.54,0.3,35.79
2,2016-02-19 20:51:22,2016-02-19 20:59:18,1,1.45,-73.976043701171875,40.759941101074219,1,N,-73.984085083007812,40.743183135986328,1,7.5,0.5,0.5,1.76,0,0.3,10.56
2,2016-02-19 20:51:22,2016-02-19 21:04:00,1,4.30,-73.99261474609375,40.753437042236328,1,N,-73.968612670898437,40.79876708984375,2,14.5,0.5,0.5,0,0,0.3,15.8
2,2016-02-19 20:51:22,2016-02-19 20:53:51,1,.56,-73.991706848144531,40.769863128662109,1,N,-73.996604919433594,40.763168334960938,1,4,0.5,0.5,1.59,0,0.3,6.89
